"Total Time, S","Cycle","Loop Counter #1","Loop Counter #2","Loop Counter #3","Step","Step Time, S","Current, A","Voltage, V","Power, W","Instantaneous Amps, A","Instantaneous Volts, V","Instantaneous Watts, W","Amp-Hours, AH","Watt-Hours, WH","Amp Hours Charge, AH","Amp Hours Discharge, AH","Watt Hours Charge, WH","Watt Hours Discharge, WH","User Variable #1","User Variable #2","User Variable #3","User Variable #4","User Variable #5","User Variable #6","User Variable #7","User Variable #8","Temperature A1, degC","Unassigned A1","Unassigned A2","Unassigned A3","Unassigned A4","Unassigned A5","Unassigned A6","Unassigned A7","Unassigned A8","Unassigned A9","Mode","Real Time","Data Acquisition Flag",
6768.620,1,1,1,1,4,1260.000,-19.3,3.229,-62,19.3,3.229,62,-6.75,-21.84,10.69,-6.75,35.62,-21.84,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:42:00, ,
6778.620,1,1,1,1,4,1270.000,-19.3,3.229,-62,19.3,3.229,62,-6.8,-22.01,10.69,-6.8,35.62,-22.01,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:42:10, ,
6788.620,1,1,1,1,4,1280.000,-19.3,3.228,-62,19.3,3.228,62,-6.86,-22.18,10.69,-6.86,35.62,-22.18,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:42:20, ,
6798.620,1,1,1,1,4,1290.000,-19.3,3.228,-62,19.3,3.228,62,-6.91,-22.35,10.69,-6.91,35.62,-22.35,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:42:30, ,
6808.620,1,1,1,1,4,1300.000,-19.3,3.227,-62,19.3,3.227,62,-6.96,-22.53,10.69,-6.96,35.62,-22.53,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:42:40, ,
6818.620,1,1,1,1,4,1310.000,-19.3,3.227,-62,19.3,3.227,62,-7.02,-22.7,10.69,-7.02,35.62,-22.7,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:42:50, ,
6828.620,1,1,1,1,4,1320.000,-19.3,3.226,-62,19.3,3.226,62,-7.07,-22.87,10.69,-7.07,35.62,-22.87,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:43:00, ,
6838.620,1,1,1,1,4,1330.000,-19.3,3.226,-62,19.3,3.226,62,-7.13,-23.04,10.69,-7.13,35.62,-23.04,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:43:10, ,
6848.620,1,1,1,1,4,1340.000,-19.3,3.225,-62,19.3,3.225,62,-7.18,-23.22,10.69,-7.18,35.62,-23.22,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:43:20, ,
6858.620,1,1,1,1,4,1350.000,-19.3,3.225,-62,19.3,3.225,62,-7.23,-23.39,10.69,-7.23,35.62,-23.39,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:43:30, ,
6868.620,1,1,1,1,4,1360.000,-19.3,3.224,-62,19.3,3.224,62,-7.29,-23.56,10.69,-7.29,35.62,-23.56,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:43:40, ,
6878.620,1,1,1,1,4,1370.000,-19.3,3.224,-62,19.3,3.224,62,-7.34,-23.73,10.69,-7.34,35.62,-23.73,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:43:50, ,
6888.620,1,1,1,1,4,1380.000,-19.3,3.223,-62,19.3,3.224,62,-7.39,-23.9,10.69,-7.39,35.62,-23.9,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:44:00, ,
6898.620,1,1,1,1,4,1390.000,-19.3,3.223,-62,19.3,3.223,62,-7.45,-24.08,10.69,-7.45,35.62,-24.08,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:44:10, ,
6908.620,1,1,1,1,4,1400.000,-19.3,3.222,-62,19.3,3.222,62,-7.5,-24.25,10.69,-7.5,35.62,-24.25,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:44:20, ,
6918.620,1,1,1,1,4,1410.000,-19.3,3.222,-62,19.3,3.222,62,-7.55,-24.42,10.69,-7.55,35.62,-24.42,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:44:30, ,
6928.620,1,1,1,1,4,1420.000,-19.3,3.222,-62,19.3,3.222,62,-7.61,-24.59,10.69,-7.61,35.62,-24.59,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:44:40, ,
6938.620,1,1,1,1,4,1430.000,-19.3,3.221,-62,19.3,3.221,62,-7.66,-24.77,10.69,-7.66,35.62,-24.77,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:44:50, ,
6948.620,1,1,1,1,4,1440.000,-19.3,3.221,-62,19.3,3.221,62,-7.71,-24.94,10.69,-7.71,35.62,-24.94,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:45:00, ,
6958.620,1,1,1,1,4,1450.000,-19.3,3.22,-62,19.3,3.22,62,-7.77,-25.11,10.69,-7.77,35.62,-25.11,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:45:10, ,
6968.620,1,1,1,1,4,1460.000,-19.3,3.22,-62,19.3,3.22,62,-7.82,-25.28,10.69,-7.82,35.62,-25.28,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:45:20, ,
6978.620,1,1,1,1,4,1470.000,-19.3,3.219,-62,19.3,3.219,62,-7.88,-25.45,10.69,-7.88,35.62,-25.45,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:45:30, ,
6988.620,1,1,1,1,4,1480.000,-19.3,3.219,-62,19.3,3.219,62,-7.93,-25.63,10.69,-7.93,35.62,-25.63,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:45:40, ,
6998.620,1,1,1,1,4,1490.000,-19.3,3.219,-62,19.3,3.219,62,-7.98,-25.8,10.69,-7.98,35.62,-25.8,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:45:50, ,
7008.620,1,1,1,1,4,1500.000,-19.3,3.218,-62,19.3,3.218,62,-8.04,-25.97,10.69,-8.04,35.62,-25.97,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:46:00, ,
7018.620,1,1,1,1,4,1510.000,-19.3,3.217,-62,19.3,3.217,62,-8.09,-26.14,10.69,-8.09,35.62,-26.14,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:46:10, ,
7028.620,1,1,1,1,4,1520.000,-19.3,3.217,-62,19.3,3.217,62,-8.14,-26.32,10.69,-8.14,35.62,-26.32,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:46:20, ,
7038.620,1,1,1,1,4,1530.000,-19.3,3.216,-62,19.3,3.217,62,-8.2,-26.49,10.69,-8.2,35.62,-26.49,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:46:30, ,
7048.620,1,1,1,1,4,1540.000,-19.3,3.216,-62,19.3,3.216,62,-8.25,-26.66,10.69,-8.25,35.62,-26.66,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:46:40, ,
7058.620,1,1,1,1,4,1550.000,-19.3,3.216,-62,19.3,3.216,62,-8.3,-26.83,10.69,-8.3,35.62,-26.83,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:46:50, ,
7068.620,1,1,1,1,4,1560.000,-19.3,3.215,-62,19.3,3.215,62,-8.36,-27,10.69,-8.36,35.62,-27,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:47:00, ,
7078.620,1,1,1,1,4,1570.000,-19.3,3.215,-62,19.3,3.214,62,-8.41,-27.18,10.69,-8.41,35.62,-27.18,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:47:10, ,
7088.620,1,1,1,1,4,1580.000,-19.3,3.214,-62,19.3,3.214,62,-8.47,-27.35,10.69,-8.47,35.62,-27.35,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:47:20, ,
7098.620,1,1,1,1,4,1590.000,-19.3,3.214,-62,19.3,3.214,62,-8.52,-27.52,10.69,-8.52,35.62,-27.52,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:47:30, ,
7108.620,1,1,1,1,4,1600.000,-19.3,3.213,-62,19.3,3.213,62,-8.57,-27.69,10.69,-8.57,35.62,-27.69,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:47:40, ,
7118.620,1,1,1,1,4,1610.000,-19.3,3.213,-62,19.3,3.213,62,-8.63,-27.87,10.69,-8.63,35.62,-27.87,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:47:50, ,
7128.620,1,1,1,1,4,1620.000,-19.3,3.212,-61,19.3,3.212,61,-8.68,-28.04,10.69,-8.68,35.62,-28.04,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:48:00, ,
7138.620,1,1,1,1,4,1630.000,-19.3,3.212,-61,19.3,3.212,61,-8.73,-28.21,10.69,-8.73,35.62,-28.21,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:48:10, ,
7148.620,1,1,1,1,4,1640.000,-19.3,3.211,-61,19.3,3.211,61,-8.79,-28.38,10.69,-8.79,35.62,-28.38,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:48:20, ,
7158.620,1,1,1,1,4,1650.000,-19.3,3.211,-61,19.3,3.211,61,-8.84,-28.54,10.69,-8.84,35.62,-28.54,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:48:30, ,
7168.620,1,1,1,1,4,1660.000,-19.3,3.21,-61,19.3,3.21,61,-8.89,-28.71,10.69,-8.89,35.62,-28.71,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:48:40, ,
7178.620,1,1,1,1,4,1670.000,-19.3,3.21,-61,19.3,3.21,61,-8.95,-28.88,10.69,-8.95,35.62,-28.88,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:48:50, ,
7188.620,1,1,1,1,4,1680.000,-19.3,3.209,-61,19.3,3.209,61,-9,-29.05,10.69,-9,35.62,-29.05,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:49:00, ,
7198.620,1,1,1,1,4,1690.000,-19.3,3.209,-61,19.3,3.209,61,-9.06,-29.22,10.69,-9.06,35.62,-29.22,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:49:10, ,
7208.620,1,1,1,1,4,1700.000,-19.3,3.208,-61,19.3,3.209,61,-9.11,-29.39,10.69,-9.11,35.62,-29.39,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:49:20, ,
7218.620,1,1,1,1,4,1710.000,-19.3,3.208,-61,19.3,3.208,61,-9.16,-29.56,10.69,-9.16,35.62,-29.56,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:49:30, ,
7228.620,1,1,1,1,4,1720.000,-19.3,3.208,-61,19.3,3.207,61,-9.22,-29.73,10.69,-9.22,35.62,-29.73,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:49:40, ,
7238.620,1,1,1,1,4,1730.000,-19.3,3.207,-61,19.3,3.207,61,-9.27,-29.9,10.69,-9.27,35.62,-29.9,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:49:50, ,
7248.620,1,1,1,1,4,1740.000,-19.3,3.207,-61,19.3,3.206,61,-9.32,-30.07,10.69,-9.32,35.62,-30.07,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:50:00, ,
7258.620,1,1,1,1,4,1750.000,-19.3,3.206,-61,19.3,3.206,61,-9.38,-30.24,10.69,-9.38,35.62,-30.24,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:50:10, ,
7268.620,1,1,1,1,4,1760.000,-19.3,3.205,-61,19.3,3.206,61,-9.43,-30.41,10.69,-9.43,35.62,-30.41,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:50:20, ,
7278.620,1,1,1,1,4,1770.000,-19.3,3.205,-61,19.3,3.205,61,-9.48,-30.58,10.69,-9.48,35.62,-30.58,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:50:30, ,
7288.620,1,1,1,1,4,1780.000,-19.3,3.204,-61,19.3,3.204,61,-9.54,-30.75,10.69,-9.54,35.62,-30.75,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:50:40, ,
7298.620,1,1,1,1,4,1790.000,-19.3,3.204,-61,19.3,3.204,61,-9.59,-30.92,10.69,-9.59,35.62,-30.92,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:50:50, ,
7308.620,1,1,1,1,4,1800.000,-19.3,3.204,-61,19.3,3.204,61,-9.64,-31.09,10.69,-9.64,35.62,-31.09,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:51:00, ,
7318.620,1,1,1,1,4,1810.000,-19.3,3.203,-61,19.3,3.203,61,-9.7,-31.26,10.69,-9.7,35.62,-31.26,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:51:10, ,
7328.620,1,1,1,1,4,1820.000,-19.3,3.203,-61,19.3,3.203,61,-9.75,-31.43,10.69,-9.75,35.62,-31.43,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:51:20, ,
7338.620,1,1,1,1,4,1830.000,-19.3,3.202,-61,19.3,3.202,61,-9.81,-31.59,10.69,-9.81,35.62,-31.59,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:51:30, ,
7348.620,1,1,1,1,4,1840.000,-19.3,3.201,-61,19.3,3.202,61,-9.86,-31.76,10.69,-9.86,35.62,-31.76,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:51:40, ,
7358.620,1,1,1,1,4,1850.000,-19.3,3.201,-61,19.3,3.201,61,-9.91,-31.93,10.69,-9.91,35.62,-31.93,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:51:50, ,
7368.620,1,1,1,1,4,1860.000,-19.3,3.201,-61,19.3,3.2,61,-9.97,-32.1,10.69,-9.97,35.62,-32.1,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:52:00, ,
7378.620,1,1,1,1,4,1870.000,-19.3,3.2,-61,19.3,3.2,61,-10.02,-32.27,10.69,-10.02,35.62,-32.27,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:52:10, ,
7388.620,1,1,1,1,4,1880.000,-19.3,3.199,-61,19.3,3.2,61,-10.07,-32.44,10.69,-10.07,35.62,-32.44,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:52:20, ,
7398.620,1,1,1,1,4,1890.000,-19.3,3.199,-61,19.3,3.199,61,-10.13,-32.61,10.69,-10.13,35.62,-32.61,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:52:30, ,
7408.620,1,1,1,1,4,1900.000,-19.3,3.198,-61,19.3,3.198,61,-10.18,-32.78,10.69,-10.18,35.62,-32.78,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:52:40, ,
7418.620,1,1,1,1,4,1910.000,-19.3,3.198,-61,19.3,3.198,61,-10.23,-32.95,10.69,-10.23,35.62,-32.95,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:52:50, ,
7428.620,1,1,1,1,4,1920.000,-19.3,3.198,-61,19.3,3.198,61,-10.29,-33.12,10.69,-10.29,35.62,-33.12,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:53:00, ,
7438.620,1,1,1,1,4,1930.000,-19.3,3.197,-61,19.3,3.197,61,-10.34,-33.29,10.69,-10.34,35.62,-33.29,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:53:10, ,
7448.620,1,1,1,1,4,1940.000,-19.3,3.196,-61,19.3,3.196,61,-10.4,-33.46,10.69,-10.4,35.62,-33.46,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:53:20, ,
7458.620,1,1,1,1,4,1950.000,-19.3,3.196,-61,19.3,3.196,61,-10.45,-33.63,10.69,-10.45,35.62,-33.63,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:53:30, ,
7468.620,1,1,1,1,4,1960.000,-19.3,3.195,-61,19.3,3.195,61,-10.5,-33.8,10.69,-10.5,35.62,-33.8,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:53:40, ,
7478.620,1,1,1,1,4,1970.000,-19.3,3.195,-61,19.3,3.195,61,-10.56,-33.97,10.69,-10.56,35.62,-33.97,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:53:50, ,
7488.620,1,1,1,1,4,1980.000,-19.3,3.194,-61,19.3,3.194,61,-10.61,-34.14,10.69,-10.61,35.62,-34.14,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:54:00, ,
7498.620,1,1,1,1,4,1990.000,-19.3,3.193,-61,19.3,3.193,61,-10.66,-34.31,10.69,-10.66,35.62,-34.31,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:54:10, ,
7508.620,1,1,1,1,4,2000.000,-19.3,3.193,-61,19.3,3.193,61,-10.72,-34.48,10.69,-10.72,35.62,-34.48,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:54:20, ,
7518.620,1,1,1,1,4,2010.000,-19.3,3.192,-61,19.3,3.192,61,-10.77,-34.64,10.69,-10.77,35.62,-34.64,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:54:30, ,
7528.620,1,1,1,1,4,2020.000,-19.3,3.192,-61,19.3,3.192,61,-10.82,-34.81,10.69,-10.82,35.62,-34.81,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:54:40, ,
7538.620,1,1,1,1,4,2030.000,-19.3,3.191,-61,19.3,3.191,61,-10.88,-34.98,10.69,-10.88,35.62,-34.98,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:54:50, ,
7548.620,1,1,1,1,4,2040.000,-19.3,3.191,-61,19.3,3.19,61,-10.93,-35.15,10.69,-10.93,35.62,-35.15,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:55:00, ,
7558.620,1,1,1,1,4,2050.000,-19.3,3.19,-61,19.3,3.19,61,-10.99,-35.32,10.69,-10.99,35.62,-35.32,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:55:10, ,
7568.620,1,1,1,1,4,2060.000,-19.3,3.19,-61,19.3,3.19,61,-11.04,-35.49,10.69,-11.04,35.62,-35.49,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:55:20, ,
7578.620,1,1,1,1,4,2070.000,-19.3,3.189,-61,19.3,3.189,61,-11.09,-35.66,10.69,-11.09,35.62,-35.66,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:55:30, ,
7588.620,1,1,1,1,4,2080.000,-19.3,3.188,-61,19.3,3.188,61,-11.15,-35.83,10.69,-11.15,35.62,-35.83,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:55:40, ,
7598.620,1,1,1,1,4,2090.000,-19.3,3.188,-61,19.3,3.187,61,-11.2,-36,10.69,-11.2,35.62,-36,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:55:50, ,
7608.620,1,1,1,1,4,2100.000,-19.3,3.187,-61,19.3,3.187,61,-11.25,-36.17,10.69,-11.25,35.62,-36.17,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:56:00, ,
7618.620,1,1,1,1,4,2110.000,-19.3,3.187,-61,19.3,3.186,61,-11.31,-36.34,10.69,-11.31,35.62,-36.34,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:56:10, ,
7628.620,1,1,1,1,4,2120.000,-19.3,3.186,-61,19.3,3.186,61,-11.36,-36.51,10.69,-11.36,35.62,-36.51,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:56:20, ,
7638.620,1,1,1,1,4,2130.000,-19.3,3.185,-61,19.3,3.186,61,-11.41,-36.68,10.69,-11.41,35.62,-36.68,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:56:30, ,
7648.620,1,1,1,1,4,2140.000,-19.3,3.185,-61,19.3,3.184,61,-11.47,-36.85,10.69,-11.47,35.62,-36.85,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:56:40, ,
7658.620,1,1,1,1,4,2150.000,-19.3,3.184,-61,19.3,3.183,61,-11.52,-37.02,10.69,-11.52,35.62,-37.02,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:56:50, ,
7668.620,1,1,1,1,4,2160.000,-19.3,3.184,-61,19.3,3.184,61,-11.57,-37.19,10.69,-11.57,35.62,-37.19,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:57:00, ,
7678.620,1,1,1,1,4,2170.000,-19.3,3.183,-61,19.3,3.183,61,-11.63,-37.36,10.69,-11.63,35.62,-37.36,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:57:10, ,
7688.620,1,1,1,1,4,2180.000,-19.3,3.182,-61,19.3,3.182,61,-11.68,-37.53,10.69,-11.68,35.62,-37.53,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:57:20, ,
7698.620,1,1,1,1,4,2190.000,-19.3,3.182,-61,19.3,3.182,61,-11.74,-37.69,10.69,-11.74,35.62,-37.69,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:57:30, ,
7708.620,1,1,1,1,4,2200.000,-19.3,3.181,-61,19.3,3.181,61,-11.79,-37.86,10.69,-11.79,35.62,-37.86,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:57:40, ,
7718.620,1,1,1,1,4,2210.000,-19.3,3.18,-61,19.3,3.18,61,-11.84,-38.03,10.69,-11.84,35.62,-38.03,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:57:50, ,
7728.620,1,1,1,1,4,2220.000,-19.3,3.179,-61,19.3,3.179,61,-11.9,-38.2,10.69,-11.9,35.62,-38.2,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:58:00, ,
7738.620,1,1,1,1,4,2230.000,-19.3,3.179,-61,19.3,3.179,61,-11.95,-38.37,10.69,-11.95,35.62,-38.37,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:58:10, ,
7748.620,1,1,1,1,4,2240.000,-19.3,3.178,-61,19.3,3.178,61,-12,-38.54,10.69,-12,35.62,-38.54,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:58:20, ,
7758.620,1,1,1,1,4,2250.000,-19.3,3.178,-61,19.3,3.177,61,-12.06,-38.71,10.69,-12.06,35.62,-38.71,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:58:30, ,
7768.620,1,1,1,1,4,2260.000,-19.3,3.177,-61,19.3,3.177,61,-12.11,-38.88,10.69,-12.11,35.62,-38.88,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:58:40, ,
7778.620,1,1,1,1,4,2270.000,-19.3,3.176,-61,19.3,3.176,61,-12.16,-39.05,10.69,-12.16,35.62,-39.05,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:58:50, ,
7788.620,1,1,1,1,4,2280.000,-19.3,3.175,-61,19.3,3.175,61,-12.22,-39.22,10.69,-12.22,35.62,-39.22,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:59:00, ,
7798.620,1,1,1,1,4,2290.000,-19.3,3.175,-61,19.3,3.175,61,-12.27,-39.39,10.69,-12.27,35.62,-39.39,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:59:10, ,
7808.620,1,1,1,1,4,2300.000,-19.3,3.174,-61,19.3,3.174,61,-12.33,-39.56,10.69,-12.33,35.62,-39.56,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:59:20, ,
7818.620,1,1,1,1,4,2310.000,-19.3,3.173,-61,19.3,3.174,61,-12.38,-39.73,10.69,-12.38,35.62,-39.73,0,0,0,0,0,0,0,0,25.6,0,0,0,0,0,0,0,0,0,DCHG,20/12/2021 16:59:30, ,
